Year,Region,disasterType,len
1997,Central Asia,Epidemic,2
1997,Eastern Africa,Storm,3
1997,Eastern Africa,Other,1
1997,Central America,Earthquake,2
1997,Central America,Other,1
1997,Central America,Landslide,1
1997,Central America,Storm,4
1997,Central America,Extreme temperature ,2
1997,South-Eastern Asia,Flood,3
1997,Caribbean,Other,2
1997,Western Europe,Storm,1
1997,Australia and New Zealand,Storm,1
1997,South America,Landslide,1
1998,Southern Europe,Landslide,1
1998,Central America,Storm,11
1998,Southern Europe,Wildfire,2
1998,Central America,Wildfire,1
1998,Middle Africa,Other,1
1998,Central America,Other,3
1998,Western Asia,Extreme temperature ,1
1998,Eastern Europe,Flood,9
1998,Caribbean,Storm,8
1998,Western Europe,Landslide,1
1998,Northern Europe,Storm,4
1998,Western Africa,Wildfire,1
1998,Southern Europe,Flood,1
1998,Central America,Landslide,2
1998,Central America,Epidemic,8
1998,South-Eastern Asia,Other,1
1998,South-Eastern Asia,Epidemic,9
1998,South-Eastern Asia,Flood,3
1998,Southern Asia,Landslide,8
1998,Southern Europe,Extreme temperature ,1
1998,Central Asia,Flood,3
1998,Eastern Africa,Flood,8
1998,Central America,Flood,2
1998,Eastern Africa,Landslide,1
1998,South-Eastern Asia,Storm,7
1994,Northern America,Flood,1
1994,Eastern Europe,Earthquake,1
1994,Melanesia,Other,1
1994,Caribbean,Drought,1
1994,Eastern Europe,Extreme temperature ,2
1994,Central Asia,Flood,1
1994,Western Asia,Storm,1
1994,Eastern Europe,Epidemic,1
1994,Melanesia,Earthquake,1
1994,Southern Africa,Storm,1
1994,Southern Africa,Flood,1
1995,Western Asia,Landslide,1
1995,South-Eastern Asia,Other,1
1995,Eastern Europe,Flood,2
1995,Eastern Europe,Storm,3
1995,Eastern Europe,Earthquake,1
1995,Eastern Europe,Extreme temperature ,2
1995,Eastern Europe,Landslide,1
1995,Central Asia,Other,1
1995,Northern America,Extreme temperature ,2
1995,Eastern Africa,Drought,1
1996,Western Asia,Earthquake,1
1996,Melanesia,Other,2
1996,Melanesia,Landslide,1
1996,Eastern Europe,Extreme temperature ,1
1996,Eastern Europe,Epidemic,1
1996,Eastern Europe,Landslide,1
1996,Eastern Europe,Wildfire,1
1996,Eastern Africa,Epidemic,4
1996,Northern Africa,Epidemic,1
1996,Northern Africa,Drought,1
1996,Southern Africa,Epidemic,1
1996,Central Asia,Flood,1
1996,Central Asia,Epidemic,1
1996,Western Asia,Wildfire,1
1996,Northern America,Wildfire,2
1996,Western Asia,Flood,2
1996,Southern Africa,Flood,2
1996,Southern Africa,Landslide,1
1996,Southern Africa,Extreme temperature ,1
1997,Melanesia,Earthquake,1
1997,Melanesia,Drought,2
1997,Melanesia,Wildfire,1
1997,Eastern Europe,Extreme temperature ,2
1997,Eastern Europe,Wildfire,2
1997,Central Asia,Landslide,1
1997,Caribbean,Earthquake,1
1997,Eastern Africa,Wildfire,1
1997,Eastern Africa,Landslide,1
1997,Southern Africa,Earthquake,1
1997,Southern Africa,Flood,1
1997,Middle Africa,Flood,1
1998,Northern America,Extreme temperature ,1
1998,Western Africa,Drought,3
1998,Melanesia,Earthquake,1
1998,Melanesia,Epidemic,1
1998,Polynesia,Landslide,2
1998,Eastern Europe,Extreme temperature ,5
1998,Eastern Europe,Wildfire,1
1998,Eastern Europe,Storm,1
1998,Eastern Africa,Epidemic,13
1998,Northern Africa,Flood,1
1998,Northern Africa,Epidemic,4
1998,Central Asia,Landslide,1
1998,Polynesia,Storm,2
1998,Eastern Asia,Epidemic,2
1998,Central Asia,Epidemic,3
1998,Melanesia,Storm,1
1998,Western Europe,Storm,5
1998,South America,Drought,2
1999,Eastern Asia,Storm,12
1999,Southern Asia,Flood,16
1999,Australia and New Zealand,Storm,4
1999,Southern Asia,Storm,11
1999,Southern Asia,Earthquake,6
1999,Southern Asia,Wildfire,4
1999,Southern Asia,Epidemic,9
1999,Middle Africa,Epidemic,6
1999,Caribbean,Storm,14
1999,South America,Wildfire,4
1999,Australia and New Zealand,Wildfire,1
1999,Western Europe,Flood,6
1999,Western Europe,Landslide,4
1999,Western Asia,Earthquake,7
1999,Eastern Africa,Storm,2
1999,Eastern Africa,Epidemic,23
1999,Eastern Africa,Drought,9
1999,Western Europe,Storm,8
1999,Western Africa,Flood,13
1999,Western Africa,Epidemic,16
1999,Eastern Europe,Storm,4
1999,Southern Europe,Storm,3
1999,Eastern Europe,Flood,8
1999,South America,Flood,10
1999,South America,Epidemic,3
1999,South America,Landslide,4
1999,Middle Africa,Flood,6
1999,Northern America,Storm,18
1999,Northern America,Wildfire,4
1999,Eastern Asia,Earthquake,5
1999,Eastern Asia,Flood,10
1999,Eastern Asia,Landslide,1
1999,Eastern Asia,Wildfire,1
2000,Eastern Asia,Flood,12
2000,Southern Asia,Drought,2
2000,Southern Asia,Flood,16
2000,South America,Flood,20
2000,Western Europe,Storm,2
2000,Western Asia,Drought,5
2000,Southern Europe,Drought,1
2000,Australia and New Zealand,Storm,4
2000,Southern Asia,Storm,11
2000,Eastern Asia,Storm,20
2000,Southern Asia,Epidemic,22
2000,Middle Africa,Flood,5
2000,Middle Africa,Landslide,1
2000,Middle Africa,Epidemic,10
2000,South America,Storm,3
2000,South America,Extreme temperature ,6
2000,South America,Wildfire,1
2000,Australia and New Zealand,Flood,2
2000,Australia and New Zealand,Wildfire,1
2000,Australia and New Zealand,Other,1
2000,Western Europe,Landslide,2
2000,Western Asia,Earthquake,3
2000,Western Asia,Landslide,1
2000,Eastern Africa,Epidemic,34
2000,Eastern Africa,Flood,11
2000,Western Africa,Epidemic,14
2000,Southern Asia,Earthquake,3
2000,Southern Asia,Extreme temperature ,3
2000,Eastern Europe,Extreme temperature ,9
2000,Eastern Europe,Wildfire,7
2000,Eastern Europe,Drought,3
2000,Southern Europe,Epidemic,1
2000,Southern Europe,Landslide,1
2000,Central America,Storm,6
2000,South America,Drought,1
2000,South America,Landslide,5
2000,Southern Africa,Flood,6
2000,Northern America,Storm,13
2000,Eastern Asia,Earthquake,7
2000,Eastern Asia,Landslide,2
2001,Southern Asia,Extreme temperature ,6
2001,Middle Africa,Flood,6
2001,South America,Storm,5
2001,Australia and New Zealand,Flood,4
2001,Australia and New Zealand,Storm,3
2001,Western Africa,Epidemic,22
2001,South America,Flood,18
2001,Northern America,Storm,18
2001,Eastern Asia,Storm,21
2001,Eastern Asia,Earthquake,6
1998,South-Eastern Asia,Earthquake,2
1998,Western Asia,Drought,1
1998,Caribbean,Drought,1
1998,Central America,Drought,2
1998,Southern Europe,Storm,1
1998,Eastern Africa,Drought,4
1998,Melanesia,Drought,2
1998,Micronesia,Drought,1
1998,Northern Europe,Flood,1
1998,Central America,Extreme temperature ,1
1998,South-Eastern Asia,Drought,2
1998,Southern Africa,Drought,1
1998,Central America,Earthquake,1
1999,South America,Earthquake,3
1999,Central America,Earthquake,4
1999,Central America,Flood,11
1999,Eastern Asia,Drought,1
1999,Middle Africa,Other,1
1999,South America,Storm,2
1999,Caribbean,Wildfire,1
1999,Northern Europe,Storm,7
1999,Caribbean,Epidemic,1
1999,Northern Africa,Earthquake,1
1999,Northern Africa,Flood,5
1999,South America,Other,1
1999,Southern Europe,Earthquake,2
1999,Southern Europe,Drought,1
1999,Eastern Africa,Flood,8
1999,Melanesia,Storm,3
1999,Western Europe,Wildfire,1
1999,Northern Europe,Flood,1
1999,Caribbean,Flood,1
1999,South-Eastern Asia,Earthquake,2
1999,South-Eastern Asia,Landslide,6
1999,South-Eastern Asia,Wildfire,1
1999,South-Eastern Asia,Epidemic,5
1999,South-Eastern Asia,Flood,18
1999,Southern Asia,Extreme temperature ,2
1999,Southern Asia,Drought,2
1999,Western Asia,Drought,3
1999,Southern Europe,Landslide,1
1999,Southern Europe,Wildfire,1
1999,Central Asia,Epidemic,2
1999,Micronesia,Drought,1
1999,South-Eastern Asia,Drought,3
1999,Southern Africa,Epidemic,1
1999,Northern Europe,Extreme temperature ,1
1999,Northern Africa,Drought,2
1999,Eastern Europe,Epidemic,4
1999,Central America,Other,3
1999,Central America,Storm,1
1999,Central America,Extreme temperature ,1
1999,Central America,Drought,1
1999,Western Africa,Storm,5
1999,Central America,Wildfire,1
1999,Polynesia,Epidemic,1
1999,Western Europe,Epidemic,1
1999,Australia and New Zealand,Flood,1
2000,Central America,Flood,8
2000,South-Eastern Asia,Earthquake,5
2000,South-Eastern Asia,Flood,15
2000,Eastern Africa,Storm,9
2000,Eastern Asia,Drought,4
2000,Northern Europe,Storm,4
2000,Central America,Drought,2
2000,South America,Earthquake,1
2000,Central America,Landslide,1
2000,Caribbean,Drought,2
2000,Caribbean,Flood,3
2000,Western Asia,Extreme temperature ,4
2000,Western Asia,Wildfire,3
2000,Eastern Europe,Flood,12
2000,Northern Africa,Flood,6
2000,Northern Africa,Storm,1
2000,South America,Epidemic,2
2000,Northern Africa,Extreme temperature ,2
2000,Southern Europe,Flood,11
2000,Southern Europe,Wildfire,6
2000,Southern Europe,Storm,3
2000,Eastern Africa,Landslide,1
2000,Eastern Africa,Wildfire,1
2000,Melanesia,Flood,1
2000,Western Europe,Flood,6
2000,Micronesia,Epidemic,2
2000,Northern Europe,Flood,4
2000,Western Africa,Storm,2
2000,Southern Europe,Earthquake,1
2000,Southern Europe,Extreme temperature ,3
2000,Central America,Other,2
2000,Central America,Wildfire,1
2000,South-Eastern Asia,Landslide,7
2000,South-Eastern Asia,Wildfire,1
2000,South-Eastern Asia,Epidemic,9
2000,Southern Asia,Landslide,3
2000,Northern Europe,Epidemic,2
2000,Northern Europe,Earthquake,2
2000,Western Asia,Epidemic,4
2000,Western Asia,Storm,2
2000,Eastern Asia,Other,2
2000,Central Asia,Epidemic,1
2000,Central Asia,Flood,1
2000,Central Asia,Extreme temperature ,1
2000,Eastern Asia,Wildfire,1
2000,Eastern Asia,Epidemic,1
2000,Southern Africa,Epidemic,4
2000,Eastern Europe,Storm,6
2000,Eastern Africa,Drought,1
2000,Central America,Earthquake,2
2000,Central America,Extreme temperature ,1
2000,Western Africa,Flood,9
2000,South-Eastern Asia,Storm,15
2000,Western Africa,Landslide,2
2001,South-Eastern Asia,Flood,25
2001,Middle Africa,Epidemic,16
2001,Western Europe,Flood,5
2001,Southern Europe,Flood,8
2001,Central America,Earthquake,3
2001,South-Eastern Asia,Landslide,4
2001,Southern Asia,Earthquake,5
2001,Southern Asia,Epidemic,9
2001,Central Asia,Extreme temperature ,1
2001,Eastern Africa,Flood,16
2001,Eastern Africa,Epidemic,15
2001,Southern Asia,Flood,17
1998,Eastern Europe,Drought,1
1998,Northern Africa,Wildfire,1
1998,Southern Africa,Storm,1
1998,Southern Africa,Wildfire,1
1999,Melanesia,Earthquake,1
1999,South America,Drought,2
1999,Southern Africa,Flood,2
1999,Northern America,Extreme temperature ,1
1999,South-Eastern Asia,Storm,9
1999,Melanesia,Flood,1
1999,Eastern Europe,Extreme temperature ,3
1999,Eastern Europe,Landslide,1
1999,Eastern Europe,Earthquake,2
1999,Eastern Europe,Wildfire,2
1999,Northern Africa,Epidemic,3
1999,Southern Europe,Flood,2
1999,Southern Europe,Epidemic,1
1999,Central Asia,Flood,1
1999,Central Asia,Storm,1
1999,Northern America,Drought,1
1999,Northern America,Flood,1
1999,Central Asia,Landslide,1
1999,Western Asia,Flood,1
1999,Southern Africa,Storm,2
1999,Southern Africa,Wildfire,1
2000,Eastern Europe,Earthquake,1
2000,Northern America,Flood,8
2000,Melanesia,Earthquake,1
2000,Southern Africa,Storm,1
2000,Northern America,Drought,2
2000,South America,Other,1
2000,South-Eastern Asia,Other,1
2000,South-Eastern Asia,Other,1
2000,Eastern Europe,Landslide,2
2000,Eastern Europe,Epidemic,5
2000,Northern Africa,Epidemic,1
2000,Central America,Epidemic,1
2000,Central Asia,Earthquake,2
2000,Central Asia,Drought,2
2000,Western Asia,Flood,1
2000,Eastern Africa,Earthquake,1
2000,Northern America,Earthquake,1
2000,Northern America,Extreme temperature ,1
2000,Northern America,Wildfire,7
2000,Southern Africa,Wildfire,1
2001,Middle Africa,Drought,3
2001,South-Eastern Asia,Storm,10
2001,Eastern Europe,Flood,9
2001,Eastern Europe,Extreme temperature ,6
2001,Eastern Africa,Earthquake,1
2001,Eastern Africa,Landslide,2
2001,Southern Africa,Storm,4
2001,South America,Extreme temperature ,2
2001,South America,Wildfire,2
2001,Australia and New Zealand,Wildfire,2
2001,Western Africa,Drought,4
2001,Southern Asia,Storm,8
2001,Eastern Europe,Wildfire,3
2001,Eastern Europe,Storm,3
2001,Caribbean,Storm,6
2001,Central America,Storm,10
2001,South America,Drought,1
2001,Middle Africa,Storm,1
2001,Northern America,Wildfire,4
2001,Northern America,Epidemic,1
2001,Western Europe,Extreme temperature ,1
2002,Southern Asia,Earthquake,12
2002,South America,Earthquake,1
2002,South America,Flood,20
2002,Western Europe,Landslide,2
2002,Australia and New Zealand,Storm,3
2002,Southern Europe,Storm,2
2002,Australia and New Zealand,Drought,1
2002,South America,Landslide,3
2002,Southern Asia,Flood,18
2002,Southern Asia,Landslide,2
2002,Southern Asia,Epidemic,16
2002,Middle Africa,Flood,3
2002,Southern Europe,Flood,13
2002,Southern Europe,Epidemic,5
2002,South America,Extreme temperature ,2
2002,South America,Storm,5
2002,Australia and New Zealand,Wildfire,1
2002,Australia and New Zealand,Epidemic,2
2002,Western Europe,Flood,9
2002,Western Europe,Storm,10
2002,Eastern Africa,Flood,15
2002,Eastern Africa,Epidemic,14
2002,Western Africa,Epidemic,19
2002,Southern Asia,Storm,9
2002,Southern Asia,Extreme temperature ,6
2002,Eastern Europe,Flood,12
2002,South America,Wildfire,2
2002,South America,Epidemic,2
2002,South America,Drought,2
2002,Caribbean,Storm,9
2002,Middle Africa,Wildfire,1
2002,Middle Africa,Epidemic,11
2002,Northern America,Flood,5
2002,Northern America,Wildfire,9
2002,Northern America,Epidemic,5
2002,Western Europe,Epidemic,4
2002,Eastern Asia,Storm,19
2003,South America,Flood,19
2003,Southern Asia,Flood,22
2003,Middle Africa,Flood,5
2003,Australia and New Zealand,Flood,4
2003,Australia and New Zealand,Wildfire,1
2003,Australia and New Zealand,Storm,6
2003,Western Europe,Flood,3
2003,Western Africa,Epidemic,9
2003,Northern America,Flood,8
2003,Western Europe,Storm,5
2003,South America,Wildfire,1
2001,Eastern Asia,Flood,14
2001,Northern Africa,Flood,3
2001,Eastern Asia,Landslide,6
2001,Central America,Drought,4
2001,Eastern Asia,Other,1
2001,Eastern Asia,Drought,3
2001,Polynesia,Storm,2
2001,South America,Landslide,3
2001,Central America,Flood,4
2001,Western Europe,Storm,3
2001,South America,Other,1
2001,Southern Europe,Epidemic,2
2001,Southern Europe,Storm,2
2001,Melanesia,Storm,3
2001,Northern Europe,Flood,3
2001,Northern Europe,Epidemic,1
2001,Western Asia,Storm,4
2001,Western Africa,Flood,9
2001,Southern Europe,Earthquake,1
2001,Central America,Extreme temperature ,1
2001,Caribbean,Flood,2
2001,South-Eastern Asia,Earthquake,2
2001,Southern Asia,Landslide,6
2001,Southern Europe,Other,1
2001,Central Asia,Flood,2
2001,South-Eastern Asia,Drought,1
2001,Southern Asia,Drought,1
2001,Northern Europe,Extreme temperature ,2
2001,Southern Europe,Extreme temperature ,1
2001,Eastern Africa,Drought,3
2002,South-Eastern Asia,Earthquake,5
2002,Southern Africa,Drought,2
2002,Eastern Asia,Flood,12
2002,Western Asia,Earthquake,2
2002,Caribbean,Flood,4
2002,South-Eastern Asia,Flood,19
2002,Southern Europe,Earthquake,5
2002,Eastern Africa,Storm,8
2002,Western Africa,Drought,4
2002,Eastern Africa,Drought,3
2002,Micronesia,Storm,5
2002,Eastern Asia,Earthquake,3
2002,Eastern Asia,Landslide,4
2002,Eastern Asia,Extreme temperature ,1
2002,Eastern Asia,Epidemic,8
2002,Eastern Asia,Drought,3
2002,Central America,Flood,12
2002,Eastern Europe,Storm,6
2002,Northern Europe,Storm,4
2002,Northern Africa,Flood,7
2002,South America,Other,1
2002,South America,Other,2
2002,Northern Africa,Earthquake,1
2002,Northern Europe,Flood,4
2002,Northern Europe,Epidemic,4
2002,Western Africa,Flood,6
2002,Central America,Other,2
2002,Central America,Storm,6
2002,Central America,Epidemic,4
2002,Central America,Landslide,1
2002,Central America,Drought,2
2002,South-Eastern Asia,Other,1
2002,South-Eastern Asia,Wildfire,2
2002,South-Eastern Asia,Epidemic,7
2002,South-Eastern Asia,Landslide,3
2002,Southern Asia,Drought,1
2002,Southern Asia,Wildfire,1
2002,Southern Europe,Drought,1
2002,Western Asia,Storm,4
2002,Eastern Asia,Wildfire,1
2002,Eastern Africa,Landslide,1
2002,Central Asia,Landslide,1
2002,South-Eastern Asia,Drought,4
2002,Western Asia,Epidemic,1
2002,Central America,Extreme temperature ,1
2003,Melanesia,Storm,4
2003,Southern Europe,Flood,8
2003,South-Eastern Asia,Flood,20
2003,Central America,Earthquake,4
2003,Southern Asia,Storm,11
2003,Eastern Africa,Storm,6
2003,Eastern Asia,Earthquake,14
2003,Western Asia,Storm,2
2003,Northern Africa,Storm,1
2003,Eastern Europe,Storm,2
2003,South-Eastern Asia,Earthquake,3
2003,South-Eastern Asia,Landslide,5
2003,Southern Asia,Earthquake,7
2003,Western Asia,Flood,6
2003,Northern Europe,Extreme temperature ,2
2003,Eastern Africa,Flood,19
2003,Eastern Africa,Epidemic,8
2001,Melanesia,Earthquake,1
2001,Northern America,Flood,5
2001,South America,Earthquake,3
2001,Southern Africa,Flood,2
2001,Australia and New Zealand,Extreme temperature ,1
2001,Southern Africa,Epidemic,1
2001,Southern Africa,Drought,2
2001,South-Eastern Asia,Other,2
2001,Melanesia,Epidemic,1
2001,Southern Europe,Wildfire,1
2001,Eastern Europe,Other,1
2001,Western Asia,Epidemic,1
2001,Western Africa,Storm,1
2001,Central Asia,Landslide,1
2001,Central Asia,Storm,1
2001,Western Asia,Earthquake,2
2001,Western Asia,Flood,4
2001,Western Asia,Landslide,1
2001,Western Asia,Extreme temperature ,1
2001,Northern America,Earthquake,1
2001,Northern America,Extreme temperature ,1
2001,Melanesia,Other,1
2001,Polynesia,Flood,1
2001,Southern Africa,Wildfire,2
2001,Middle Africa,Other,1
2001,Middle Africa,Landslide,1
2002,Northern America,Storm,15
2002,Middle Africa,Other,1
2002,Central Asia,Flood,4
2002,Melanesia,Earthquake,4
2002,South-Eastern Asia,Storm,10
2002,Melanesia,Storm,1
2002,Western Africa,Storm,1
2002,Western Africa,Extreme temperature ,1
2002,Central America,Wildfire,1
2002,Australia and New Zealand,Flood,1
2002,Melanesia,Other,1
2002,Melanesia,Landslide,1
2002,Melanesia,Epidemic,2
2002,Eastern Europe,Extreme temperature ,3
2002,Eastern Europe,Epidemic,2
2002,Eastern Europe,Landslide,1
2002,Eastern Europe,Wildfire,3
2002,Eastern Africa,Earthquake,2
2002,Western Asia,Flood,6
2002,Northern Africa,Storm,1
2002,Northern Africa,Epidemic,2
2002,Western Asia,Landslide,1
2002,Central Asia,Earthquake,2
2002,Northern America,Extreme temperature ,1
2002,Northern America,Drought,1
2002,Melanesia,Flood,1
2002,Southern Africa,Storm,4
2002,Southern Africa,Flood,1
2002,Southern Africa,Wildfire,1
2002,Southern Africa,Epidemic,4
2003,South America,Storm,1
2003,Western Europe,Extreme temperature ,7
2003,Polynesia,Flood,1
2003,Eastern Europe,Flood,4
2003,Central Asia,Landslide,3
2003,Northern Africa,Flood,7
2003,Western Asia,Earthquake,4
2003,Northern America,Storm,17
2003,Middle Africa,Storm,2
2003,South America,Drought,1
2003,Eastern Africa,Drought,5
2003,Western Africa,Flood,7
2004,South America,Flood,9
2004,Australia and New Zealand,Storm,3
2004,Southern Asia,Flood,18
2004,Middle Africa,Flood,4
2004,Southern Europe,Flood,5
2004,Middle Africa,Drought,1
2004,South America,Extreme temperature ,6
2004,Southern Asia,Earthquake,7
2004,Middle Africa,Epidemic,11
2004,Southern Europe,Extreme temperature ,4
2004,Western Asia,Flood,8
2004,Polynesia,Storm,4
2004,Australia and New Zealand,Flood,5
2004,Australia and New Zealand,Other,1
2004,Eastern Africa,Earthquake,5
2004,Eastern Africa,Flood,9
2004,Eastern Africa,Storm,4
2004,Western Africa,Epidemic,10
2004,Western Africa,Other,8
2004,Southern Asia,Storm,5
2005,Southern Europe,Storm,6
2005,Southern Asia,Storm,14
2005,Southern Asia,Flood,41
2005,Middle Africa,Flood,4
2005,South America,Storm,5
2005,Polynesia,Storm,4
2005,Australia and New Zealand,Wildfire,1
2005,Australia and New Zealand,Storm,3
2005,Eastern Africa,Flood,17
2003,Caribbean,Flood,7
2003,Eastern Asia,Storm,11
2003,Western Africa,Storm,1
2003,Eastern Asia,Drought,2
2003,Eastern Asia,Flood,8
2003,Caribbean,Earthquake,1
2003,Southern Europe,Earthquake,2
2003,Caribbean,Storm,3
2003,Northern Africa,Earthquake,2
2003,South America,Other,1
2003,Southern Europe,Drought,2
2003,Southern Europe,Extreme temperature ,5
2003,Southern Asia,Extreme temperature ,6
2003,Eastern Asia,Landslide,2
2003,Middle Africa,Landslide,1
2003,Caribbean,Drought,1
2003,South America,Landslide,2
2003,Middle Africa,Epidemic,6
2003,Northern America,Wildfire,4
2003,Eastern Asia,Wildfire,1
2003,Central America,Flood,7
2003,Eastern Europe,Extreme temperature ,2
2003,Northern Africa,Extreme temperature ,1
2003,Southern Europe,Wildfire,3
2003,Western Europe,Wildfire,1
2003,Micronesia,Storm,1
2003,Central America,Landslide,2
2003,Central America,Wildfire,2
2003,Caribbean,Epidemic,1
2003,Eastern Europe,Drought,2
2003,South-Eastern Asia,Drought,1
2003,Southern Asia,Landslide,3
2003,Southern Asia,Epidemic,1
2003,Western Asia,Epidemic,1
2003,Central Asia,Earthquake,1
2004,Eastern Asia,Earthquake,6
2004,Central America,Flood,7
2004,Eastern Asia,Flood,15
2004,South-Eastern Asia,Storm,17
2004,Melanesia,Storm,2
2004,Micronesia,Storm,4
2004,Caribbean,Storm,23
2004,Southern Europe,Storm,3
2004,Eastern Asia,Storm,24
2004,Eastern Africa,Drought,3
2004,South-Eastern Asia,Earthquake,9
2004,Central America,Earthquake,1
2004,Caribbean,Flood,3
2004,Melanesia,Flood,2
2004,South-Eastern Asia,Other,4
2004,Northern America,Flood,6
2004,Western Asia,Storm,5
2004,Northern Africa,Storm,1
2004,Western Europe,Storm,2
2004,Western Africa,Storm,2
2004,Northern America,Storm,14
2004,South-Eastern Asia,Landslide,7
2004,Northern Europe,Storm,1
2004,Central America,Drought,1
2004,South America,Storm,2
2004,Southern Asia,Epidemic,4
2004,South America,Drought,3
2004,Southern Africa,Flood,4
2004,Eastern Asia,Other,1
2004,Eastern Asia,Landslide,1
2004,Eastern Asia,Extreme temperature ,2
2004,Eastern Asia,Epidemic,1
2004,South America,Earthquake,2
2004,Caribbean,Drought,1
2004,Western Europe,Earthquake,1
2004,Caribbean,Earthquake,2
2004,Northern Africa,Earthquake,3
2004,Northern Africa,Flood,2
2004,Northern Africa,Epidemic,4
2004,Southern Europe,Wildfire,2
2004,Northern Europe,Flood,1
2004,Western Africa,Wildfire,1
2004,Western Africa,Flood,7
2004,Eastern Europe,Flood,8
2004,South-Eastern Asia,Flood,14
2004,South-Eastern Asia,Epidemic,7
2004,Western Asia,Epidemic,2
2004,Central Asia,Landslide,4
2004,Eastern Africa,Epidemic,3
2004,Eastern Asia,Wildfire,1
2005,South America,Flood,12
2005,Eastern Asia,Storm,24
2005,Central America,Flood,10
2005,Western Asia,Flood,7
2005,South-Eastern Asia,Flood,15
2005,Eastern Asia,Earthquake,4
2005,South-Eastern Asia,Earthquake,2
2005,Eastern Africa,Other,3
2005,Northern Europe,Storm,10
2005,Eastern Europe,Storm,8
2005,Western Africa,Epidemic,16
2005,Middle Africa,Epidemic,7
2005,Eastern Africa,Epidemic,17
2005,Eastern Europe,Flood,23
2005,Western Europe,Storm,2
2005,Northern Africa,Flood,4
2005,Northern Africa,Storm,2
2005,South-Eastern Asia,Other,1
2005,South-Eastern Asia,Landslide,3
2005,Southern Asia,Landslide,4
2005,Southern Asia,Earthquake,8
2005,Central Asia,Flood,5
2005,Eastern Asia,Wildfire,1
2003,South-Eastern Asia,Storm,10
2003,Central America,Storm,2
2003,Eastern Europe,Earthquake,1
2003,Central Asia,Flood,1
2003,Southern Africa,Storm,1
2003,South America,Extreme temperature ,1
2003,Central America,Extreme temperature ,1
2003,Southern Africa,Flood,2
2003,Melanesia,Epidemic,1
2003,Melanesia,Landslide,2
2003,Eastern Europe,Wildfire,1
2003,Northern Africa,Epidemic,1
2003,Central America,Epidemic,1
2003,South-Eastern Asia,Epidemic,2
2003,Central Asia,Epidemic,1
2003,Northern America,Earthquake,1
2003,Northern America,Landslide,1
2003,Micronesia,Other,1
2004,Central Asia,Flood,1
2004,Eastern Europe,Storm,7
2004,Northern America,Wildfire,3
2004,Southern Europe,Earthquake,1
2004,Central Asia,Earthquake,1
2004,Western Asia,Earthquake,3
2004,Central America,Storm,1
2004,South America,Landslide,1
2004,Western Asia,Extreme temperature ,1
2004,Northern Africa,Other,2
2004,Central America,Extreme temperature ,1
2004,Central America,Landslide,1
2004,Melanesia,Other,1
2004,Southern Europe,Drought,1
2004,Eastern Europe,Extreme temperature ,1
2004,Eastern Europe,Earthquake,1
2004,Eastern Europe,Wildfire,1
2004,Middle Africa,Other,1
2004,Caribbean,Landslide,1
2004,Northern America,Extreme temperature ,1
2004,Southern Africa,Epidemic,1
2004,Southern Africa,Drought,1
2005,Northern America,Flood,8
2005,Southern Europe,Flood,6
2005,Southern Africa,Storm,1
2005,Northern America,Storm,9
2005,Middle Africa,Storm,1
2005,Western Asia,Storm,1
2005,Eastern Africa,Storm,2
2005,Western Africa,Flood,7
2005,South-Eastern Asia,Storm,8
2005,Eastern Europe,Landslide,1
2005,Northern Africa,Epidemic,3
2005,Central Asia,Landslide,1
2005,Western Asia,Earthquake,3
2005,Western Asia,Landslide,2
2005,Southern Africa,Earthquake,1
2005,South-Eastern Asia,Epidemic,3
2006,Southern Asia,Storm,9
2006,Southern Asia,Earthquake,4
2006,Southern Asia,Flood,36
2005,Caribbean,Flood,4
2005,Caribbean,Storm,14
2005,Central America,Storm,16
2005,Eastern Africa,Drought,10
2005,Eastern Asia,Drought,2
2005,Western Europe,Flood,8
2005,South America,Earthquake,3
2005,Eastern Asia,Flood,16
2005,Australia and New Zealand,Flood,2
2005,Melanesia,Flood,2
2005,Middle Africa,Drought,1
2005,Southern Asia,Extreme temperature ,6
2005,Western Europe,Extreme temperature ,10
2005,Eastern Europe,Extreme temperature ,11
2005,Southern Europe,Extreme temperature ,5
2005,Northern Europe,Extreme temperature ,5
2005,Southern Asia,Epidemic,8
2005,South America,Wildfire,1
2005,South America,Drought,2
2005,Northern America,Wildfire,3
2005,Eastern Asia,Extreme temperature ,1
2005,Eastern Asia,Epidemic,1
2005,South America,Other,1
2005,Caribbean,Wildfire,1
2005,Southern Europe,Wildfire,2
2005,Northern Europe,Flood,2
2005,Western Europe,Wildfire,1
2005,Central America,Landslide,2
2005,South-Eastern Asia,Wildfire,3
2006,South America,Flood,12
2006,Eastern Asia,Flood,26
2006,South-Eastern Asia,Flood,29
2006,Eastern Asia,Storm,13
2006,Southern Europe,Flood,8
2006,Eastern Asia,Earthquake,7
2006,Middle Africa,Flood,6
2006,Melanesia,Flood,3
2006,Southern Europe,Storm,2
2006,South-Eastern Asia,Earthquake,5
2006,Western Europe,Flood,3
2006,Western Africa,Flood,11
2006,Northern America,Flood,16
2006,Eastern Europe,Flood,19
2006,Western Asia,Flood,8
2006,Western Europe,Storm,6
2006,Australia and New Zealand,Storm,3
2006,Eastern Africa,Flood,28
2006,Eastern Europe,Storm,1
2006,Eastern Asia,Drought,1
2006,Caribbean,Storm,2
2006,Melanesia,Storm,1
2006,Western Africa,Drought,2
